,songlist,watch_num,sub_num,time,up,url,content
11,【洛天依】中华墨水娘【原创曲】【Sodatune】,47.1,14679,2013-09-08,純白,www.bilibili.com/video/av752112?from=search&seid=4629155576469581619,"雾蒙蒙 城头上 玄月下
指尖 轻拭过 脸颊的 旧伤疤
路隐隐 旧马车 浅泥洼
嘴角又勾起稀疏的短胡茬

杀 厮杀 厮杀 千万年恩怨 终归于剑下
杀 厮杀 厮杀 刀光的酬酢 我蘸血为画

莫笑 旧衣衫 旧长剑 走过天涯
且看 风为屏 草为席 天地为家
意气 刀之尖 血之涯 划过春夏
把酒 一生笑 一生醉 一世为侠
一剑 一瞬间 一眨眼 事了不见
只见 琉璃片 房瓦间 留下墨点
闻听 说书人 也曾将 故事杜撰
听罢 取壶酒 踏歌去 醉意阑珊
       
雾蒙蒙 城头上 玄月下
指尖 轻拭过 脸颊的 旧伤疤
路隐隐 旧马车 浅泥洼
嘴角又勾起稀疏的短胡茬

杀 厮杀 厮杀 千万年恩怨 终归于剑下
杀 厮杀 厮杀 刀光的酬酢 我蘸血为画

莫笑 旧衣衫 旧长剑 走过天涯
且看 风为屏 草为席 天地为家
意气 刀之尖 血之涯 划过春夏
把酒 一生笑 一生醉 一世为侠
一剑 一瞬间 一眨眼 事了不见
只见 琉璃片 房瓦间 留下墨点
闻听 说书人 也曾将 故事杜撰
听罢 取壶酒 踏歌去 醉意阑珊

莫笑 旧衣衫 旧长剑 走过天涯
且看 风为屏 草为席 天地为家
意气 刀之尖 血之涯 划过春夏
把酒 一生笑 一生醉 一世为侠
一剑 一瞬间 一眨眼 事了不见
只见 琉璃片 房瓦间 留下墨点
闻听 说书人 也曾将 故事杜撰
听罢 取壶酒 踏歌去 醉意阑珊"
12,【Days】三月雨（重制版）-洛天依,45.6,13259,2012-09-28,Days的Wing翼,www.bilibili.com/video/av364108?from=search&seid=4629155576469581619,"细雨坠 烟水蒙蒙微醺谁人醉
春风吹 山路重重飘渺难回
柳絮飞 暗香阵阵枝头吐新蕊
烟花碎 相思幕幕别离憔悴

绵绵春雨到 无期
漾起心湖水中影
回首你我曾经 在梦里
仍纯净似琉璃
又是一年春 花季里
随风飘零无踪迹
时光匆匆离去 寻觅
难续前世之缘点滴情

念往昔 我急旋慢转你抚琴低吟
到如今 重唱此曲却已无你
莫叹息 我再舞一曲你意乱情迷
空余忆 良辰美景多可惜

往日歌樓頭，你我曾同遊。且聽君琴悠，且舞我雲袖。
今日穿時空，唯吾獨自留。無緣再聚首，不盡相思愁。

倾杯醉 化蝶儿飞
飞去寻百年来相思
泪珠碎 只盼入睡
睡梦中此情可追回

念往昔 我急旋慢转你抚琴低吟
到如今 重唱此曲却已无你
莫叹息 我再舞一曲你意乱情迷
空余忆 良辰美景多可惜
韶华逝 今朝不知在哪里
光阴错 明日心往何处依
仲春期 轮回百转只为你
三月雨 千丝万缕长相忆"
13,王朝、洛天依、君临天下、原创、中国风,44.8,4741,2015-10-01,王朝,www.bilibili.com/video/av2982417?from=search&seid=4629155576469581619,"十年　像是一场噩梦
我一直等待著醒来的那一天
我归来时
城若阻我　我便拆了那城
官若拦我　我便宰了那官

山海铁蹄下　翻手覆雨没黄沙
白衣卿相　谢了风流花
烈火葬国都　故里青山两相顾
十年大梦　爱恨破浮屠
弦上箭裂悲风　旌旗书吾名

彼时以墨作尘此时烽火战鼓震星辰
三尺青锋弑了多少不归人
亡鸦不渡寒塘惧我绛衣共雪尘
换来声名加身君临天下城

弃我昔时笔　千军著我战时衿
江山社稷　兴亡因我起
杀色浮寒瓮　一纸折扇多少恨
犹枕南柯　良人似初分
漠上雁送归鸿　腥风掀征程

彼时以墨作尘此时烽火战鼓震星辰
三尺青锋弑了多少不归人
亡鸦不渡寒塘惧我绛衣共雪尘
换得声名加身君临天下城

彼时以墨作尘此时烽火战鼓震星辰
三尺青锋弑了多少不归人
亡鸦不渡寒塘惧我绛衣共雪尘
换得声名加身君临天下城

彼时以墨作尘此时烽火战鼓震星辰
三尺青锋弑了多少不归人
亡鸦不渡寒塘惧我绛衣共雪尘
换得声名加身君临天下城"
14,【洛天依 乐正绫原创】落花霁【PV付/砖厂浪人】【幻月音乐团x大司乐府】,44.7,7022,2016-05-02,砖厂浪人,www.bilibili.com/video/av4537133?from=search&seid=10847060334511268258,"梦中的那个身影是谁 手心残留温热的眼泪
倘若三世如流水 一去向东不复回
曾盼得人心欲碎 却未见君颜归
又是一年桃花开正美 指尖流淌微风的细碎
倘若三世如流水 此情一梦难追回
如今望向你眼眉 却看不到那熟悉的谁

落花也有泪 敲得人心欲碎
恍若隔世的谁 不再为君憔悴
落花也有泪 就将这片心融化成灰
枉凝眉 若崩溃 是否无悔

你身旁的那个人是谁 仿佛有着迷人的眼眉
如果这一切终将成为 相忘于今世的伤悲 
曾盼得人心欲碎 如今幻化成灰
桃花芬芳枝头吐新蕊 却奈何在寒风中枯萎
如果这一切终将成为 此生无法背负的罪
莫留下催心的怼 在岁月中轮回

曾许下年少诺言 与你共相随
到如今四目相望 陌生了年岁
让这一湖的春水 融化成眼泪
化成春雨 梨花中纷飞
是多么令人唏嘘的凄美

你眼中带着笑 掩盖不住悲伤
同心鸳鸯图上 只见你心血在飞
不再为你落泪 不再为你心碎
为你崩溃 相忘于这一生 不再轮回
春寒未过 桃花已落 是否无悔"
15,【洛天依原创】本色【PV付】,44.6,14181,2015-11-11,HTT123456789,www.bilibili.com/video/av3203599?from=search&seid=4629155576469581619,"天生妩媚风流俏模样
偏嫁五尺短儿郎
谷树皮 三寸丁
夜夜空对 枉自结愁肠
生就娉婷袅娜好身段
若为娼 无妨
冠花街 压群芳
身无所拘 心无疆

斜阳含羞越花窗
浮云带怯偷眼望
美人微醺衣半敞
青丝半绾慵倚床
星眸初泛潋滟光
檀口轻启吐兰芳

金风玉露相逢晚
银盘斜偎乌云漫
轻拢慢捻挑抹忙
娇莺应和啼婉转
金莲颤 青葱缠 享合欢
涓涓露滴湿牡丹
翩翩粉蝶暗偷香
倒浇红烛夜行船
鱼水同欢赴巫山
长睫倦 媚骨软 再贪欢

鸿儒白丁正襟议伦常
酒阑横卧温柔乡
赏郑声 话高唐
男儿本色 矫饰冀流芳
未将妇德女戒正眼望
有缘人 放浪
千夫指 又何干？
休要辜负 好皮囊

斜阳含羞越花窗
浮云带怯偷眼望
美人微醺衣半敞
青丝半绾慵倚床
星眸初泛潋滟光
檀口轻启吐兰芳

金风玉露相逢晚
银盘斜偎乌云漫
轻拢慢捻挑抹忙
娇莺应和啼婉转
金莲颤 青葱缠 享合欢
涓涓露滴湿牡丹
翩翩粉蝶暗偷香
倒浇红烛夜行船
鱼水同欢赴巫山
长睫倦 媚骨软 再贪欢

帐暖良宵短
天色忽已晚
忙着罗袜重整装
倚门回首 带笑含情央"
16,【洛天依原创】忆红莲,38.7,11685,2013-08-29,姆QB,www.bilibili.com/video/av737481?from=search&seid=4629155576469581619,"
回顾　皎月晦明灯花孤
抬眉　初红莲风袖袅娜为谁舞
回顾　蓦然步转青石路
还在水榭畔　画楼处

回顾　笔染朱砂轻莲步
经年　依稀一曲然为君舞
回顾　来年再恨相思误
还在水榭畔　画楼处

是你衣白衫如初　我红裳如故
是我尝相思味苦　我为你起舞
是我贪恋却踟蹰　你原地痴伫
还在水榭畔　画楼处

长安城之北，约行一百里，一府邸临于繁市之中，其府光洁绚丽，金块珠砾，名曰乐正府，
府中红莲长开不败，逞娇呈美，府主对其甚是喜爱，红莲为报主人爱怜之情，特化为人形陪伴府主左右，两人风情月思，情投意合，
奈何红颜命薄，光阴荏苒，红莲已逝，而府主纵然魂萦梦断，也不得再见红莲......

如初　倚君共忆当年舞
红莲　清泪两行欲吐半点却无
如初　是你杳然若绯雾
还在水榭畔　画楼处

是谁衣白衫如初　谁红裳如故
谁人抚琴红莲赋　又见谁一舞
谁人贪恋却踟蹰　半池犹荣枯
还在水榭畔　画楼处

依然水榭畔　画楼处
"
17,【洛天依】三千世界鸦杀尽【原创曲PV附✿】,38,4672,2012-11-23,花之祭P,www.bilibili.com/video/av400161?from=search&seid=4629155576469581619,"夜寂夜鸦起 夜息夜鸦寂
夜息 伴君起且为君着轻衣 辞去
不过朝夕 却 恍若三季

雪 纷飞杨柳岸
看 谁家纸鸢 遥盼
风 扶摇青云巅
君 何时再 还

盼到红霞漫斜阳醉天边
再 重拾羽衣轻点眉间
为君舞歌一曲纤云鹊桥仙
与君共醉樽前
今朝连夜雨飘摇落巫山
谁管他断了的红线
只恨那夜鸦声轻葬了缠绵
也葬了半世缘

夜寂夜鸦起 夜息夜鸦寂
夜息 孤影寂凭栏叹晚风急 别离
已过三季 却 恍若朝夕

燕 堂前雨喃喃
花 叶下缱绻 纸鸢
线 似断也未断
君 此生不 见

遥叹我不过歌舞青楼间
君 墨染弦风流过青衫
世流言 事难全 夜夜共婵娟
夜夜夜鸦阑珊
君尝言 执长剑 灭杀鸦三千
春花共秋月与我踏遍
雨声乱 玉笙寒 挑灯又翻看
君予我的画卷

帆 彼岸携手流年 渐行渐远
我 焚琴断弦 只身游遍 山河万千
笑 不似彼时孤寒 他乡夜暖
忽 风起鸦声渐渐 吹落谁的泪眼
"
18,【洛天依古风原创】呓语红尘（一梦千朝续作）,36.1,16948,2015-04-30,没有龟壳的乌龟,www.bilibili.com/video/av2273527?from=search&seid=4629155576469581619,"黄梅雨声声叩心门
点芭蕉愁煞了离人
漆窗上斑驳着绛粉
比我憔颜红泪乱妆痕

盘桓过幽径草莘莘
颦蹙间冷暖谁过问
煮淡酒闺中我独斟
酣言呓语模糊了红尘

梦游桃源落英错纷纷
修筠苍翠叶底几头新笋
黄莺婉啭阵阵
凡世流言蜚语耳无闻

仿佛 遁入仙境雾霭正氤氲
苍柏劲松万千聚植成林
闲情逸致几分
登高长啸踏歌赏良辰
归本真

梦骤醒孑然回如今
帘外雨落花杳无音
石砖上溶蚀着洼印
似我日渐消瘦骨嶙峋

望不见城府有多深
守空阁今朝谁探寻
形影单茕茕立一身
只得执酒醉看这红尘

醉看桃源花雨落纷纷
茂林修竹春泥顶出新笋
燕子间关阵阵
坊间乱耳丝竹何处闻

欲拟 驾鹤云游蓬莱雾氤氲
松柏入石遍山斜矗成林
而今醉意几分
于此尽欢纷扰暂不论
忘红尘"
19,言和原创《言氏战鼓》,31.5,6262,2014-10-06,ilem,www.bilibili.com/video/av1596545?from=search&seid=16346803664792718907,"风沙 绵延如画卷
伤疤 盛放如雪莲
铁马 疾走如闪电
枪花 斡旋乾坤转

拔刀定江山 言氏战鼓一槌天地颠
酌酒敬苍天 敢问英雄可在人世间
斜阳漫染 遍野红连天
妆点河山 今朝更好看

长枪 银光灼寒芒
边疆 驱虎以吞狼
远方 登高回头望
还乡 王师凯歌唱

策马跃山巅 言氏战鼓一声天地颤
仗剑走平川 安得豪杰与我试比肩
期盼何时 卸甲以归田
马放南山 逍遥似神仙

拔刀定江山 酌酒敬苍天 [铁马 疾走如闪]
策马跃山巅 仗剑走平川 [枪花 斡旋乾坤]
拔刀定江山 酌酒敬苍天 [远方 登高回头]
策马跃山巅 仗剑走平川 [还乡 王师凯歌]

[美哉，我华夏百万里江山大好]
拔刀定江山 言氏战鼓一槌天地颠
策马跃山巅 言氏战鼓一声天地颤
酌酒敬苍天 敢问英雄可在人世间
[壮哉，这炎黄十亿员龙子龙孙]
仗剑走平川 安得豪杰与我试比肩
期盼何时 卸甲以归田
[母亲，万寿无疆]
马放南山 逍遥似神仙
马放南山 逍遥似神仙"
20,【星尘】海棠仙4.0【原创曲PV付】,28.9,7735,2016-04-29,純白,www.bilibili.com/video/av4497808?from=search&seid=4629155576469581619,"拼凑着残破的竹简
塍录下看不懂的字段
晦涩古老的字句之间
流淌着悠远的思念
思念着千年前那一场雨
乘着风洋洋洒洒飞向大地
全世界预见了这一季花期
而我在海棠树下遇见了你

看春风　和着雨　浩如烟
看繁花　烟雨中　更绚烂
我执笔　在树下　记录着从前
你却问　我可是　海棠仙
小巷里　让细雨　穿成线
浸透在　海棠色　的华年
你和我　漫步过　滴水的屋檐
描绘着　不存在　的永远
穿越千年　草长飞莺　与你手儿牵
隔着时空　为我写下　最美的画卷

看着那阳光下海棠的雨
乘起风洋洋洒洒翱翔天际
就像谁都留不住片刻花期
你我也逃不掉最后的别离

看春风　和着雨　浩如烟
看繁花　烟雨中　被吹散
我执伞　在树下　合上了书卷
别过了　海棠花　开渐渐
小巷里　让细雨　穿成线
浸透在　海棠色　的华年
古巷里　我抚过　锈绿的铜环
回忆着　你说过　的永

看春风　和着雨　浩如烟
看繁花　烟雨中　更绚烂
我抬手　在树下　拼凑着竹简
摩挲过　你等待　的千年
心中是　爱你的　海棠仙"
21,【洛天依原创】扬州殇【咏吟轩】,27.9,6855,2013-09-12,浓稠铅笔酱,www.bilibili.com/video/av756287?from=search&seid=4629155576469581619,"绿杨 巷陌秋　风起瑟瑟凄凉
追念 镜湖上　晚花行月小舫

春风翠叶青花
疏篱红砖新瓦
当年杜郎俊赏　遣怀歌尤唱

吟一曲《扬州慢》鬓已老
桥边红药 也难抵这岁月刀

年少轻狂　潇洒墨扬　空得虚名一场
十年匆忙　国破只留残墙
念这兴亡　叹这过往
若年华容得我嚣张
愿将这竹笛换作血马缨枪

衰草 寒烟淡　雾勾惘惘思量
遥想 边域狼　戍楼吹角城长

肃风翠凋红落
腐木黑云黄沙
如今二十四桥仍在　人惆怅

唱一首《凄凉犯》恨不孝
胡马窥江 身不在心如焚烧

寒雪冻疮　飞石迷瘴　纵惹珠泪盈眶
十年茫茫　长恨对月独怆
念这兴亡　叹这过往
若年华容得我嚣张
愿将这笔墨换作铁甲酒囊

昨夜尤惊梦
今朝尚难醒
竹笛斩敌首
笔墨收广陵

棹移慢桨　新月中当　行舟倒影憧幢
一眼荒凉　再叹亦是神伤
感这兴亡　放这过往
如东去的江水流淌
纵白发苍苍　报国心尚痴狂"
22,【言和原创】刀剑春秋 2014 ver 天枢project【litterzy】【pv付】,27.8,11720,2014-02-05,litterzy,www.bilibili.com/video/av946273?from=search&seid=4629155576469581619,"孤灯下一管烽烟写前朝
汗青里壮士肝胆不会老
百世功过在铁笔中铸造
悬千金一字无惧世人告

只身向斜阳问故老
一路戴星月存芳草
纵然功名尽去同侪讥我清高
藏诸昆仑待后人瞧

笔似刀 见血方高 斩尽浮华才能称好
心似刀 玉陛之下 不为折腰
笔似刀 能断分毫 春秋曲直如明镜照
心似刀 逝水之上 刻我名号

三生淬炼笔墨锻龙雀刀
随作古英雄纵马向天笑

不辞追疾风问劲草
一心向青山听鼓角
纵然红尘见弃俗人斥我狂傲
藏诸昆仑待后人瞧

笔似刀 见血方高 欲斩妖星乘虹冲霄
心似刀 千军之前 肯把头抛
笔似刀 我一肩挑 往苍茫辟地厚天高
心似刀 如贯山岳 不动不倒

身似刀 已无脂膏 独立风中难挽形销
心似刀 沥我碧血 书我情操
我似刀 能断分毫 不能改滔滔世间潮
心似刀 墙上岁月 霜冷一鞘

笔似刀 见血方高 欲斩妖星乘虹冲霄
心似刀 千军之前 不为折腰
笔似刀 我一肩挑 往苍茫辟地厚天高
心似刀 如贯山岳 不动不倒"
23,【洛天依原创】染殇【初投稿】,27.3,5212,2013-10-24,Ddickky,www.bilibili.com/video/av807817?from=search&seid=4629155576469581619,"春雪空蒙万里霜
凝阶挂枝尽苍茫
一纸红伞步彷徨
回首白衣染竹香

遥望山色杯茶凉
空潭何处对影双
远黛勾不出你的脸庞
望不尽的红尘荒唐

微风在耳边诉说着过往
回忆斑驳了月光
绽放千年的寒霜
换你红尘梦绵长　不枉

寒湖迟暮画屏香
晕墨纸上谁模样
青灯诉不完离殇
几度思量却无常

往时旧影谁来访
梦醒戏散无人唱
百年盟誓的相约一场
盼来的是擦肩无望

微风在耳边诉说着过往
回忆斑驳了月光
绽放千年的寒霜
换你红尘梦绵长　不枉

缘深缘浅孤影长
一抹相思染旧窗
"
24,【洛天依乐正绫】阳山绝2.0【原创曲PV付】,27,3210,2017-02-05,純白,www.bilibili.com/video/av8410906?from=search&seid=4629155576469581619,"瓦砾难寻 迫得众庶离散
红尘黄泉 阴阳两不相见
若需一死偿还尽 是非恩怨
阳山此长绝 终无不散之筵

茫茫华夏热土 所经之处
有多少人 白骨成灰
点阅简策千卷 气运轮回
又多少年盛衰兴颓
遍历山河大川 江左行船
遥知二处 昔为吴越
嗟叹史家无常 风云起灭
现乱世豪杰 跃然眼前

月下抚名器 君子与月齐晖
今即藏瑾瑜 如晦

可怜军士 五千落入重围
怎改定局 兵败皆如覆水
老骥长嘶 窄袖难拭征人泪
孤饮再一杯 城门外直去不回
屈膝 男儿为何而跪
梁上悬胆 尝遍至苦滋味
是荣是辱 合棺才论是与非
休妄言

下越意欲北进 以承霸业
展宏图志 逞快中原
亲眷猛虎在侧 恍然未觉
竟戏之如隶 不闻忠谏
舟师无暇顾 风波定兴阑珊
置宫室眷女 贪欢

瓦砾难寻 迫得众庶离散
红尘黄泉 阴阳两不相见
殷切献情 谁料一朝堪为患
倘惜取英才 又何至结此厚怨
亦知 肆行终归留憾
今去大势 痛思未可重来
可恨自恃 不解忠肝
子胥前 愧无颜

争名逐誉 挥血如褐不竭
惶惶终日 谁愿兵戈相见
老骥长嘶 窄袖难拭征人泪
孤饮再一杯 城门外直去不回
古今 终无不散之筵
幸得史书 留我半字狂言
是荣是辱 合棺才论是与非
谈笑间"
25,【洛天依·乐正绫系列曲】惊蛰（节气物语）【pv付】,26.7,1021,2016-03-05,桑葚上的猴子,www.bilibili.com/video/av4018994?from=search&seid=4629155576469581619,"风儿微起 拂过了清溪
谁家桃树的枝儿上 开蜀锦
何处雷鸣 惹得蝶儿起
漫步在丛中 散去了 春泥
在丛林深处感受 春日气息
睁开这双眼眺望 遥不可及
在蝶儿身边感受 细细雨滴
在黄鹂翠鸣中 相忆
啊 春日的气息
啊 微凉的空气
啊 落下的雨滴
啊 梨香的回忆

风儿微起 拂过了清溪
谁家桃树的枝儿上 开蜀锦
何处雷鸣 惹得蝶儿起
漫步在丛中 散去了 春泥
在丛林深处感受 春日气息
睁开这双眼眺望 遥不可及
在蝶儿身边感受 细细雨滴
在黄鹂翠鸣中 相忆
啊 春日的气息
啊 微凉的空气
啊 落下的雨滴
啊 梨香的回忆"
26,【洛天依原创古风】一梦千朝【南北组穿越恋爱】,25.5,5629,2015-01-10,没有龟壳的乌龟,www.bilibili.com/video/av1874892?from=search&seid=13348715207099616047,"江南春水绕 过石桥
桥下船儿两头翘
波浪摇 柳絮飘
飘来喜鹊枝头闹
河畔浣衣浸夹袄
水光粼粼映叶茂
转回身 颜相照 对目瞧

你话语轻描 似相告
顾自迷路惹人恼
怎落脚 无依靠
孤单漂泊身潦倒
面生窘意心儿焦
眉间愁容颇俊俏
情难却 付欢笑 忙相邀

与你 泛起轻舟顺流而下撑起一只长篙
漫步丛间赏遍野花分外的妖娆
细雨摇 抹不掉 青春年少
似梦 仿佛春色永不消
伴我 踏遍千山渡过万水直到天涯海角
隐居深林不去过问红尘的喧嚣
忘不了 这一秒 你的微笑
回眸 喜情悦色上眉梢
春光正好

【顾此之时，念彼之诗；】
【所幸遇伊，命中心识。】
【我本千年后之人，因故以滞回于此。】
【今当离，愿珍重。

转眼秋天到 风萧萧
吹落柳叶四飘摇
徒寂寥 何处找
未来人儿回今朝
独自空把庭院扫
却闻啁哳相思鸟
茫然顾 面枯槁 心儿憔

人言命难逃 事难料
昔日如胶今分道
秋风悄 似剪刀
刀刀戳心催人老
忆起那时你的笑
回味曾经的拥抱
自酌酒 入酣梦 度此宵

梦里 与你泛舟顺流而下撑起一只长篙
携手看那漫山野花格外的妖娆
恍惚间 找回了 青春年少
空愿 保留春色永不消
徒想 与你相伴一去不回飞到天涯海角
隐居桃源白头不顾尘世的喧嚣
夕阳下 你与我 相视一笑
此生 唯有你在我心梢
一梦千朝"
27,【洛天依古风原创】灞柳风月【PV付】【FP捂脸社】,24.1,7908,2015-11-20,希望索任合资T-L-S,www.bilibili.com/video/av3250177?from=search&seid=13348715207099616047,"清辉散　月微寒
落寞情思枫林丹
望不断　塞雁高飞烟水寒
秋风尽　木若空
夕阳晚照已成梦
遥闻帘外晚松声
泪几重

木檀香　泪沾裳
卷帘遥月空叹望
不思量　千里何处话凄凉
留香醉　胭脂泪
灞柳风雪幻成灰
风清月冷人不寐
长相随

灞柳雪　柔情空寂月光中
春归后　还不见你微笑灿烂的音容
人憔悴　萋萋芳草待王孙
何时归　归去　板桥霜月　寂寞青阶空逝悲

清酒淡　月初寒
帘外秋枫几重山
寻不见
醉卧一帘风月闲
夜清泠　雨滴声
泪落空街泣到明
芭蕉夜雨点滴情
何时宁

络纬啼　促织伤
倚桂晓梦落钱塘
伫寒江
十年生死两茫茫
凭栏望　泣空窗
梦魂千里两相望
梦断何处话凄凉
月昏黄

灞柳雪　月光静寞也凄凉
柳絮飞　打不开你孤单零落心扉
再回首　清泪已结三秋霜
空凝望　千回　归雁洛阳　还念秋意何时归

当华年已逝　看不见那年离别时飘落过的风雪
道轮回几度　还忘不了在折柳时那夜雨点滴声

灞柳雪　柔情空寂月光中
春归后　还不见你微笑灿烂的音容
人憔悴　萋萋芳草待王孙
何时归　归去　板桥霜月　灞柳风雪待君归"
29,【原创曲】洛天依「一梦千寻」,21.5,3923,2016-01-08,T2o,www.bilibili.com/video/av3539196?from=search&seid=16346803664792718907,"三月的小雨 在惊蛰后的夜里
敲打着离人在渡桥上残存的回忆
油纸伞上的花瓣随着夜风散去
但为蜉蝣般的绚烂无所顾忌

翻涌的思绪 像走马灯般来去
有些怀念因为太不可触及而逡巡
繁华三月里数不尽的夜樱凋零
如同往昔再绚烂也无法追寻

今宵一墙红晕一夜风雨一簇落花吹满地
吹不落夏夜蝉鸣终将来临的音信
明朝一庭春熙一片绚丽辗转成春泥
一梦清明一夜千寻终成忆
缠绵在雨夜里

待到春风起 原上青草又离离
城外堆积千万里新绿如云红似锦
庭前花露重清风卷不起的落英
依然守在窗外等离人的归期
檐下的沉吟 像琉璃灯的碎影
只凭残言断句道不尽绵绵的叹息
繁花三月里数不尽的夜莺争鸣
为君弱水三千里只取一瓢饮

今宵一墙红晕一夜风雨一簇落花吹满地
吹不落夏夜蝉鸣终将来临的音信
明朝一庭春熙一片绚丽辗转成春泥
一梦清明一夜千寻终成忆
徘徊在雨夜里

(さくら さくら)
绚烂终究敌不过花期
终将过去
(舞い狂い咲く花)
　　
(さくら さくら)
取一尺离愁别绪
徘徊在雨夜里
(风に降り散る古の花)"
28,韶华未既,21.5,1275,2016-02-13,風守miNado,www.bilibili.com/video/av3829202?from=search&seid=13348715207099616047,"云逸曳 琼月翩跹
龠声咽 忆晴雨流年
和乐清浅 子着芳霏而欲掩
哀桃花绪烨 行书以鉴

遍寻桔枳而缘木 顾颦蹙 唯愿笑靥驻
风影渐簌 以白绢为约 夙夜思情梏
泣渐沾襟而袂濡
落云岑 锁玲珑 
犹认芳华谨舞

寻若木之遥远兮 随飘风缭转而行
渚畔白鸟纷飞兮 落云岑寻陆离风影
儃佪寻虹兮 伤悲风拂过凝霜渐起
唯恋子心 而折渡此缘结
时亦冉冉 而韶华未既

晨起露 日居月诸
巡子于归 遍凭难诉
风雪尽覆 与此心斩余雾
试植梓为期 掔发以纾

心婵媛而无所 遂从流 留芳泽沃若
还愿侧身 以玄鸟之资 缤纷此尘荏
微霜降而不自忱
流年过 情意深
为君决此心谂

负夏蒲而解羽兮 红妆纷蕰梦飘零
抚苏筝而鸣纬兮 诗楚歌志久远随行
魂俇而灵行 知血泪将染篱落梓里
愿首邱桃下 誓姊于此命
心悲怆 了然枉却此行

褰裳渉旖旎 桃花纷飞楚雨
辗转汜水绪风 看破繁花别离
殇于心 何以苏世独立
以韶华之年宛君心

临夏芳菲溢 下幽晦兮缘起
子迁逡而行 然情容与而不进
眝绯印 忆昨年之轩渠
桃纷飞 是唯心所取

望鸾鸟纷飞 心震悼兮悲鸣
何以续前缘风雨散 悲绪风霏
殇于心 何以苏世独立
以韶华之年宛君心

冬至灵思陨 相鸣泣归缘起
子迁逡而行 然情容与而不进
叩绯印 忆昨年之轩渠
桃纷飞 是唯心所倾"
30,【洛天依·端午贺】一品粽【原创词曲PV】,21.3,4005,2013-06-08,康师傅の海鲜面,www.bilibili.com/video/av595218?from=search&seid=13348715207099616047,"嘿　哈
竹叶粽　艾香粽
展青箬携来一线红
枣栗豆米裹其中
四海桌今朝同　嘿
莲蓉粽　蛋黄粽
五色丝结串九子粽
味甘莫若甜茶粽
飨客以几对笼　哈

挂艾蒿　邪毒不必　侵扰
五芳斋　百里可闻　声笑
戴豆娘　绣球繁缨　缀彩绦
金虎跃钗头　巧手纳樱桃

端阳撷芳兰流香满晴川
一笑向杯盘
百舸争流游龙探
佳节榴花繁

蜜饯粽　八宝粽
白莹玉软香金盘送
蜂蜜凉粽属玲珑
菖蒲酿清尊共　嘿
惊蛟龙　击鼓钟
竿头彩旗开引霓虹
劈浪千层竞疾风
雄黄酒来一盅　哈

千年望　忠魂濯于　沧浪
念故人　清风也敬　一觞
应抬笔　挥墨还写　江水长
当轩知槿茂　向水觉芦香

竹叶粽　艾香粽
展青箬携来一线红
枣栗豆米裹其中
四海桌今朝同
莲蓉粽　蛋黄粽
五色丝结串九子粽
味甘莫若甜茶粽
飨客以几对笼　嘿

蜜饯粽　八宝粽
白莹玉软香金盘送
蜂蜜凉粽属玲珑
菖蒲酿清尊共　哈
端阳撷芳兰流香满晴川
一笑向杯盘　嘿
会逢浪打五月岸
不道江水寒　哈

惊蛟龙　击鼓钟
竿头彩旗开引霓虹
劈浪千层竞疾风
雄黄酒来一盅
大华夏　一品粽
千百路江河渡游龙
响彻鼓钟声向东
雄黄酒再　来一盅

老板　再来一盅　"
31,【洛天依乐正绫】新·九九八十一2.0【原创曲pv付】,21.1,2119,2017-08-17,純白,www.bilibili.com/video/av13455352?from=search&seid=9442653845805268962,"十万八千里谁敢行
金裟熠熠光照天垠
策杖引驹她孤身一意西向天登
丹崖绝壁石破天惊
上探碧落问黄泉清
转眼五百年匆匆而去恰如一梦

高楼城阙 日日金酒醉 夜夜复笙歌 影绰绰
卓影绰绰 王权有几何 戒律多森罗 情脉脉
王廷漠漠 月下长亭里 舞起繁花落 妆娑娑
毒桩烁烁 抵得了金佛 情关却难过 化悲歌

黄眉一心要成佛 雷音庙宇诈设
鹰愁飞龙吞白马 是福是祸难说
脚下这 一路的坎坷 且行且歌 趟过苦与涩
莫问 何时的因果 何处多极乐

食色应本是天地经
世事怎抵清宵梦境
自在快活你休提当年天蓬威影
琉璃一碎罢黜天庭
九珠骷骨流沙难倾
挑担荷物是自渡己身未有怨音

邪魅喋喋 铁砂腾蔽月 老鸦惊乍起 风瑟瑟
黄风瑟瑟 奎星思凡尘 藏娇入波月 火灼灼
鬼火灼灼 枯骨生六欲 荒岭患妖魔 声怯怯
谛听窃窃 彼有六耳生 真假对与错 难辨得

圣婴能御得真火 焰山下逢牛魔 
翠云铁扇仙长恨 毅然挥袖成风
脚下这 一路的坎坷 且行且歌 趟过苦与涩
莫问 何时的因果 何处多极乐

天生地孕石中来
廿载多磨不惧怀
豪情翻似云中梦
本心归真坐灵台

彼时齐天一大梦 笑啖万里山河
千万里匆匆而过 不曾留恋太多
回望这 一路的坎坷 且行且歌 如今已踏过
无悔 千山万壑间 天地一行者"
